icao24,callsign,paese,time_position,last_contact,longitude,latitude,baro_altitude,on_ground,velocity,true_track,vertical_rate,sensors,geo_altitude,squawk,spi,position_source,timestamp_raccolta
503e61,CXI32CZ ,Lithuania,1787688245,1787688245,15.4893,46.2889,10972.8,False,209.22,320.99,0.0,,11437.62,5527,False,0,2026-08-25 20:04:12.813716
71c211,TWB406  ,Republic of Korea,1787688244,1787688244,14.6318,41.5959,8496.3,False,266.56,100.79,4.23,,9052.56,,False,0,2026-08-25 20:04:12.813716
4a1265,DNA411  ,Romania,1787688245,1787688245,7.8669,44.2142,10050.78,False,211.22,242.75,0.0,,10607.04,1000,False,0,2026-08-25 20:04:12.813716
407ff4,WUK3WN  ,United Kingdom,1787688245,1787688245,13.3139,46.5188,11277.6,False,264.8,132.09,0.0,,11765.28,2262,False,0,2026-08-25 20:04:12.813716
4ca27f,EIN459  ,Ireland,1787688238,1787688238,16.4834,41.9107,8709.66,False,212.42,318.24,3.9,,9220.2,,False,0,2026-08-25 20:04:12.813716
49d283,TVS2785 ,Czech Republic,1787688244,1787688245,11.1341,36.2565,10668.0,False,226.08,187.19,0.0,,11369.04,7347,False,0,2026-08-25 20:04:12.813716
4ca264,RYR78EZ ,Ireland,1787688244,1787688245,11.1694,44.3519,5250.18,False,196.87,199.38,22.76,,5547.36,1000,False,0,2026-08-25 20:04:12.813716
4ca25b,RYR24GM ,Ireland,1787688245,1787688245,10.5461,42.3447,11582.4,False,222.03,334.03,0.0,,12214.86,1000,False,0,2026-08-25 20:04:12.813716
7448a2,RJA104  ,Jordan,1787688245,1787688245,14.0513,42.5287,11277.6,False,260.72,129.15,0.0,,11871.96,0403,False,0,2026-08-25 20:04:12.813716
39cea5,TVF76TE ,France,1787688245,1787688245,8.3678,44.1952,9700.26,False,184.35,265.04,-5.2,,10226.04,7216,False,0,2026-08-25 20:04:12.813716
407e63,EZY65PM ,United Kingdom,1787688074,1787688083,7.204,43.6575,,True,0.0,298.12,,,,6351,False,0,2026-08-25 20:04:12.813716
71c383,AAR512  ,Republic of Korea,1787688245,1787688245,10.037,40.6252,10668.0,False,275.01,87.32,0.0,,11308.08,1423,False,0,2026-08-25 20:04:12.813716
440611,EJU94RX ,Austria,1787688244,1787688245,14.3902,42.4234,10972.8,False,207.43,294.47,0.0,,11582.4,4401,False,0,2026-08-25 20:04:12.813716
440631,EJU87PG ,Austria,1787688245,1787688245,8.1951,46.813,11879.58,False,233.62,155.13,0.0,,12359.64,1000,False,0,2026-08-25 20:04:12.813716
48c1a6,RYR7SY  ,Poland,1787688245,1787688245,15.6156,46.7856,10622.28,False,232.47,198.31,-5.2,,11041.38,1000,False,0,2026-08-25 20:04:12.813716
48c1a1,RYR4044 ,Poland,1787688244,1787688245,9.543,45.5694,2293.62,False,129.58,175.22,4.23,,2438.4,1000,False,0,2026-08-25 20:04:12.813716
49d13d,EWG3FA  ,Czech Republic,1787688245,1787688245,11.3822,39.4465,11277.6,False,224.96,182.1,0.0,,11971.02,2511,False,0,2026-08-25 20:04:12.813716
4010ee,EZY58DK ,United Kingdom,1787688245,1787688245,15.8704,42.0544,11582.4,False,194.88,307.38,0.0,,12199.62,,False,0,2026-08-25 20:04:12.813716
406c72,EZY3071 ,United Kingdom,1787688037,1787688037,10.4365,36.0814,,True,5.4,315.0,,,,5257,False,0,2026-08-25 20:04:12.813716
407f35,EZY92NB ,United Kingdom,1787688245,1787688245,13.1031,46.8354,10972.8,False,198.32,296.83,0.0,,11437.62,3265,False,0,2026-08-25 20:04:12.813716
44079a,EJU157D ,Austria,1787688213,1787688245,7.2171,43.6636,,True,5.4,45.0,,,,,False,0,2026-08-25 20:04:12.813716
407f63,EZY78NM ,United Kingdom,1787688242,1787688244,16.9643,44.1135,11567.16,False,197.89,295.57,0.0,,12115.8,5352,False,0,2026-08-25 20:04:12.813716
407f64,EZY84AH ,United Kingdom,1787688244,1787688244,12.5245,45.711,10972.8,False,191.31,305.7,0.0,,11452.86,6634,False,0,2026-08-25 20:04:12.813716
406ae3,EFW979Y ,United Kingdom,1787688245,1787688245,11.7047,45.7298,10363.2,False,201.47,303.65,0.0,,10881.36,5514,False,0,2026-08-25 20:04:12.813716
48c2af,RYR45CK ,Poland,1787688245,1787688245,7.8181,43.8825,11582.4,False,253.98,46.31,0.0,,12169.14,1000,False,0,2026-08-25 20:04:12.813716
48c2ad,RYR2RE  ,Poland,1787688243,1787688244,14.492,35.8458,45.72,False,63.66,134.67,-0.33,,114.3,,False,0,2026-08-25 20:04:12.813716
48c2b3,RYR90RV ,Poland,1787688244,1787688245,12.4387,46.9229,10058.4,False,231.3,203.6,0.0,,10500.36,1000,False,0,2026-08-25 20:04:12.813716
48c2a6,RYR2CR  ,Poland,1787688245,1787688245,9.4941,41.2965,10972.8,False,260.61,66.62,0.0,,11620.5,1000,False,0,2026-08-25 20:04:12.813716
48c2a2,RYR2QH  ,Poland,1787688245,1787688245,7.413,43.6022,11582.4,False,255.7,47.94,0.33,,12184.38,1000,False,0,2026-08-25 20:04:12.813716
48c2a3,RYR79TG ,Poland,1787688245,1787688245,10.3781,43.6682,45.72,False,75.63,37.26,-2.93,,121.92,5567,False,0,2026-08-25 20:04:12.813716
71c521,AAR562  ,Republic of Korea,1787688245,1787688245,13.4069,41.4863,6362.7,False,245.31,96.26,7.15,,6789.42,,False,0,2026-08-25 20:04:12.813716
45ab26,JTD276  ,Denmark,1787688245,1787688245,16.8299,46.5291,11582.4,False,223.54,342.32,0.0,,12024.36,6624,False,0,2026-08-25 20:04:12.813716
48c133,RYR39BB ,Poland,1787688244,1787688245,9.9248,45.5094,1851.66,False,131.11,81.42,-4.23,,1988.82,1000,False,0,2026-08-25 20:04:12.813716
4b9d6c,TCGKL   ,Turkey,1787688245,1787688245,18.247,39.6192,13106.4,False,247.4,30.35,0.0,,13769.34,4101,False,0,2026-08-25 20:04:12.813716
3444ca,VLG3TR  ,Spain,1787688244,1787688245,11.825,39.0851,8900.16,False,237.04,113.67,-11.38,,9540.24,1000,False,0,2026-08-25 20:04:12.813716
06a1d2,QQE325  ,Qatar,1787688245,1787688245,15.2949,43.8161,11887.2,False,291.26,91.42,0.33,,12451.08,0245,False,0,2026-08-25 20:04:12.813716
344699,VLG61BB ,Spain,1787688245,1787688245,14.249,40.7287,2034.54,False,119.16,230.61,18.53,,2179.32,,False,0,2026-08-25 20:04:12.813716
4402f1,EJU12PW ,Austria,1787688245,1787688245,8.3825,46.5153,11277.6,False,248.74,154.39,0.0,,11780.52,2705,False,0,2026-08-25 20:04:12.813716
45ce55,SRR6119 ,Denmark,1787688245,1787688246,13.8649,47.0954,9448.8,False,221.99,320.93,0.0,,9837.42,6636,False,0,2026-08-25 20:04:12.813716
4402ac,EJU13KE ,Austria,1787688077,1787688077,8.7235,45.6444,,True,7.46,258.75,,,,7025,False,0,2026-08-25 20:04:12.813716
504e8e,FIE258  ,Republic of Moldova,1787688228,1787688243,17.2421,42.9212,10668.0,False,261.22,79.33,0.33,,11231.88,0212,False,0,2026-08-25 20:04:12.813716
46b8b3,AEE605  ,Greece,1787688243,1787688243,16.1868,43.285,11871.96,False,256.84,149.69,0.0,,12458.7,2247,False,0,2026-08-25 20:04:12.813716
47a05e,NOZ8US  ,Norway,1787688245,1787688245,13.0327,42.8944,11582.4,False,233.0,19.48,-0.33,,12192.0,6575,False,0,2026-08-25 20:04:12.813716
407d74,BAW522  ,United Kingdom,1787688245,1787688245,11.475,44.2339,5143.5,False,210.46,168.58,-12.03,,5448.3,1151,False,0,2026-08-25 20:04:12.813716
48c228,RYR8132 ,Poland,1787688244,1787688245,13.6078,45.0361,9144.0,False,204.81,297.85,0.33,,9601.2,6024,False,0,2026-08-25 20:04:12.813716
48c223,RYR6MX  ,Poland,1787688245,1787688245,7.73,43.8212,10363.2,False,252.79,47.97,0.33,,10919.46,1000,False,0,2026-08-25 20:04:12.813716
48c221,RYR84JW ,Poland,1787688245,1787688245,15.5487,43.3938,11277.6,False,216.93,9.42,0.0,,11849.1,1000,False,0,2026-08-25 20:04:12.813716
48c222,RYR3JZ  ,Poland,1787688245,1787688246,18.0369,46.0773,10668.0,False,231.24,167.01,0.0,,11109.96,1460,False,0,2026-08-25 20:04:12.813716
43f7b3,EAGLE1  ,United Kingdom,1787688243,1787688243,7.9785,39.083,1813.56,False,60.7,270.0,0.0,,2011.68,,False,0,2026-08-25 20:04:12.813716
80158c,AIC2030 ,India,1787688245,1787688245,10.4238,46.5985,11277.6,False,284.14,134.05,0.33,,11765.28,7713,False,0,2026-08-25 20:04:12.813716
440550,OEINK   ,Austria,1787688245,1787688245,8.0098,43.466,3238.5,False,138.32,287.09,-7.8,,3451.86,5516,False,0,2026-08-25 20:04:12.813716
4a2184,AEZ842V ,Romania,1787688245,1787688245,10.263,42.3095,9441.18,False,231.13,184.34,0.0,,10020.3,6325,False,0,2026-08-25 20:04:12.813716
4a2185,AEZ2119 ,Romania,1787688244,1787688244,14.4582,36.895,1028.7,False,110.05,48.41,-5.53,,1188.72,5444,False,0,2026-08-25 20:04:12.813716
4b1819,SWR465Y ,Switzerland,1787688245,1787688245,7.5462,46.3144,7505.7,False,197.31,23.02,-7.8,,7894.32,1000,False,0,2026-08-25 20:04:12.813716
408124,EXS89LX ,United Kingdom,1787688220,1787688220,17.7342,42.1745,10972.8,False,206.75,335.6,-0.33,,11574.78,,False,0,2026-08-25 20:04:12.813716
4b1806,SWR2BZ  ,Switzerland,1787688245,1787688245,14.9532,41.6353,11582.4,False,201.15,307.31,-0.33,,12237.72,,False,0,2026-08-25 20:04:12.813716
4952ce,TAP934  ,Portugal,1787688245,1787688245,7.8499,46.9803,5455.92,False,197.09,51.78,-9.1,,5730.24,1000,False,0,2026-08-25 20:04:12.813716
40812e,EZY12UF ,United Kingdom,1787688242,1787688245,18.1882,42.3759,11894.82,False,262.83,131.27,0.33,,12496.8,2222,False,0,2026-08-25 20:04:12.813716
408134,BAW647  ,United Kingdom,1787688245,1787688245,11.7181,45.9415,11582.4,False,192.76,311.65,0.0,,12092.94,3705,False,0,2026-08-25 20:04:12.813716
3c65c2,DLH1RH  ,Germany,1787688244,1787688245,9.6255,47.0546,10408.92,False,242.26,153.38,-5.2,,10858.5,1000,False,0,2026-08-25 20:04:12.813716
3c6747,DLH338  ,Germany,1787688245,1787688245,14.0951,41.8594,7543.8,False,205.21,158.84,-14.63,,8069.58,1000,False,0,2026-08-25 20:04:12.813716
3c6710,DLH578  ,Germany,1787688245,1787688245,10.3329,36.3225,11277.6,False,264.69,187.59,0.0,,12024.36,6652,False,0,2026-08-25 20:04:12.813716
3c6586,DLH55U  ,Germany,1787688245,1787688245,8.2753,45.2363,10668.0,False,218.69,197.24,0.0,,11209.02,1000,False,0,2026-08-25 20:04:12.813716
02a1a7,LBT543  ,Tunisia,1787688244,1787688245,9.5754,38.5147,11277.6,False,238.96,165.16,0.0,,12001.5,7636,False,0,2026-08-25 20:04:12.813716
408227,BAW710C ,United Kingdom,1787688245,1787688245,14.1303,46.0528,10744.2,False,262.79,131.43,2.93,,11216.64,4714,False,0,2026-08-25 20:04:12.813716
39d319,TVF8858 ,France,1787688245,1787688245,8.0007,41.4818,12496.8,False,233.8,159.25,0.0,,13136.88,7645,False,0,2026-08-25 20:04:12.813716
3c786c,CFG6ZH  ,Germany,1787688245,1787688245,14.9248,45.9764,10355.58,False,203.93,323.1,0.33,,10805.16,2071,False,0,2026-08-25 20:04:12.813716
3c787a,CFG6HX  ,Germany,1787688245,1787688245,14.3747,46.7821,11574.78,False,209.28,316.89,0.0,,12031.98,7732,False,0,2026-08-25 20:04:12.813716
4690ea,AEE3FU  ,Greece,1787688245,1787688245,13.3537,46.9443,11277.6,False,257.19,134.76,0.33,,11734.8,7701,False,0,2026-08-25 20:04:12.813716
408260,EXS17A  ,United Kingdom,1787688245,1787688245,10.5086,46.4601,10972.8,False,192.44,298.41,0.0,,11475.72,7523,False,0,2026-08-25 20:04:12.813716
3c64af,DLH1318 ,Germany,1787688245,1787688246,8.2397,45.3208,11285.22,False,213.93,200.7,0.33,,11833.86,2573,False,0,2026-08-25 20:04:12.813716
0a0045,DAH484  ,Algeria,1787688244,1787688245,14.1677,35.8363,11887.2,False,265.42,96.12,0.0,,12656.82,4112,False,0,2026-08-25 20:04:12.813716
0a008a,DAH304  ,Algeria,1787688245,1787688245,12.6042,35.9636,10660.38,False,245.36,95.17,0.0,,11376.66,4107,False,0,2026-08-25 20:04:12.813716
02a1b0,LBT2313 ,Tunisia,1787688245,1787688245,11.3593,38.7832,11277.6,False,229.16,182.57,0.0,,11993.88,1121,False,0,2026-08-25 20:04:12.813716
49410d,NJE498W ,Portugal,1787688244,1787688245,10.7901,45.3279,571.5,False,68.03,45.31,-3.58,,640.08,1133,False,0,2026-08-25 20:04:12.813716
4080db,BAW564Y ,United Kingdom,1787688244,1787688244,11.5818,42.3031,3566.16,False,180.69,118.39,-7.48,,3863.34,0520,False,0,2026-08-25 20:04:12.813716
4080e4,BAW551G ,United Kingdom,1787688245,1787688245,6.9284,46.105,11567.16,False,208.28,320.41,-0.33,,12092.94,5733,False,0,2026-08-25 20:04:12.813716
4b15ed,EDW371  ,Switzerland,1787688245,1787688245,13.7002,46.6711,11590.02,False,207.24,307.64,0.0,,12062.46,5637,False,0,2026-08-25 20:04:12.813716
4b15ef,EDW91CD ,Switzerland,1787688245,1787688246,9.0823,43.999,11582.4,False,219.59,356.37,0.0,,12184.38,1000,False,0,2026-08-25 20:04:12.813716
3c7983,CFG6EW  ,Germany,1787688245,1787688245,6.916,45.0491,10980.42,False,245.63,8.67,0.0,,11529.06,1000,False,0,2026-08-25 20:04:12.813716
3c7985,CFG3PY  ,Germany,1787688245,1787688245,6.865,43.2921,10972.8,False,256.16,50.46,0.0,,11567.16,1000,False,0,2026-08-25 20:04:12.813716
44b438,TFL8FA  ,Belgium,1787688245,1787688245,17.8643,46.4367,10972.8,False,217.2,323.18,-0.33,,11414.76,1000,False,0,2026-08-25 20:04:12.813716
3c6483,DLH7LV  ,Germany,1787687976,1787687984,17.9287,44.0371,2278.38,False,155.25,140.24,-12.03,,2438.4,1000,False,0,2026-08-25 20:04:12.813716
ac2d32,FDX5041 ,United States,1787688210,1787688215,8.7198,45.6111,,True,0.0,345.94,,,,1000,False,0,2026-08-25 20:04:12.813716
3c6426,CFG1HV  ,Germany,1787688244,1787688245,15.1667,46.8518,10972.8,False,207.99,305.54,0.0,,11407.14,6637,False,0,2026-08-25 20:04:12.813716
4b161f,EDW357V ,Switzerland,1787688245,1787688245,13.4107,46.8361,11590.02,False,203.62,306.78,-0.33,,12062.46,2026,False,0,2026-08-25 20:04:12.813716
4869c4,KLM65X  ,Kingdom of the Netherlands,1787688245,1787688245,11.5223,44.5779,11277.6,False,244.23,164.73,0.0,,11833.86,1000,False,0,2026-08-25 20:04:12.813716
440c6f,EJU38QA ,Austria,1787688245,1787688245,10.3047,43.1191,10972.8,False,219.3,318.04,-0.33,,11582.4,2044,False,0,2026-08-25 20:04:12.813716
440c31,EJU79JH ,Austria,1787688244,1787688245,11.7904,44.1577,10302.24,False,214.97,176.3,-5.2,,10850.88,1000,False,0,2026-08-25 20:04:12.813716
4b027d,EZS26WZ ,Switzerland,1787688245,1787688245,14.9172,44.2748,10972.8,False,186.13,306.46,0.0,,11513.82,1000,False,0,2026-08-25 20:04:12.813716
4b0292,SWR880E ,Switzerland,1787688244,1787688245,9.9888,44.6741,7604.76,False,233.19,147.43,-7.48,,8016.24,1000,False,0,2026-08-25 20:04:12.813716
3c6522,LHX4CJ  ,Germany,1787688245,1787688245,13.1834,44.2388,11887.2,False,250.7,161.08,0.0,,12458.7,6030,False,0,2026-08-25 20:04:12.813716
3c7861,CFG9LC  ,Germany,1787688245,1787688245,11.943,46.388,11582.4,False,203.28,318.08,0.0,,12077.7,5501,False,0,2026-08-25 20:04:12.813716
392af5,AFR45RG ,France,1787688245,1787688245,12.532,42.6944,10370.82,False,213.91,311.59,-0.33,,10957.56,5535,False,0,2026-08-25 20:04:12.813716
4ca9e7,NOS246  ,Ireland,1787688244,1787688245,16.2162,41.2741,10660.38,False,280.86,131.96,0.33,,11292.84,0465,False,0,2026-08-25 20:04:12.813716
4ca9cf,RYR764G ,Ireland,1787688244,1787688245,9.2405,45.5256,11285.22,False,246.96,151.78,0.0,,11811.0,3154,False,0,2026-08-25 20:04:12.813716
4ca8ff,ITY1752 ,Ireland,1787688245,1787688245,14.7305,39.3214,10363.2,False,217.01,343.76,0.0,,11033.76,,False,0,2026-08-25 20:04:12.813716
4867e6,XRO1425 ,Kingdom of the Netherlands,1787688244,1787688244,8.4487,42.2054,7315.2,False,225.16,331.33,0.0,,7780.02,1000,False,0,2026-08-25 20:04:12.813716
3c0d0c,TUI69E  ,Germany,1787688244,1787688244,15.8046,42.4448,10972.8,False,210.09,312.52,0.0,,11582.4,2073,False,0,2026-08-25 20:04:12.813716
48683f,TRA5K   ,Kingdom of the Netherlands,1787688245,1787688245,15.6307,45.1303,10965.18,False,208.92,330.66,0.0,,11460.48,5525,False,0,2026-08-25 20:04:12.813716
4ca8f4,ITY4LI  ,Ireland,1787688245,1787688245,11.4966,42.7067,11887.2,False,247.42,151.84,0.0,,12519.66,6305,False,0,2026-08-25 20:04:12.813716
3c7439,TUI74N  ,Germany,1787688245,1787688245,12.0643,46.3316,10447.02,False,206.33,316.52,-6.5,,10934.7,6630,False,0,2026-08-25 20:04:12.813716
4c31e1,MPC003  ,Serbia,1787688245,1787688245,12.8273,44.3681,11277.6,False,253.09,83.7,0.0,,11818.62,3757,False,0,2026-08-25 20:04:12.813716
4a1921,NIA224  ,Romania,1787688245,1787688245,9.6946,45.3599,3886.2,False,207.4,144.69,4.23,,4107.18,0416,False,0,2026-08-25 20:04:12.813716
4ca911,RYR84TT ,Ireland,1787688245,1787688245,13.8206,40.9081,3962.4,False,177.35,70.51,-7.15,,4274.82,1000,False,0,2026-08-25 20:04:12.813716
4ca92b,RYR10PP ,Ireland,1787688245,1787688245,12.1017,45.5354,1676.4,False,147.86,165.29,4.88,,1783.08,0277,False,0,2026-08-25 20:04:12.813716
4a04e4,AWG4414 ,Romania,1787688018,1787688018,10.4877,35.7908,899.16,False,108.56,221.93,0.0,,1043.94,3704,False,0,2026-08-25 20:04:12.813716
4ca7b7,RYR481  ,Ireland,1787688245,1787688245,10.9929,42.8888,11887.2,False,223.11,193.33,0.33,,12496.8,7435,False,0,2026-08-25 20:04:12.813716
02a197,TAR791  ,Tunisia,1787688244,1787688245,9.1299,39.4558,9441.18,False,262.98,147.06,0.0,,10096.5,7322,False,0,2026-08-25 20:04:12.813716
4ca805,RYR052  ,Ireland,1787688245,1787688245,16.0506,43.7077,10972.8,False,198.05,312.68,0.0,,11521.44,6631,False,0,2026-08-25 20:04:12.813716
4ca82c,,Ireland,1787688152,1787688152,9.0409,39.3162,1104.9,False,101.93,8.42,4.88,,1158.24,,False,0,2026-08-25 20:04:12.813716
4ca80b,RYR10NG ,Ireland,1787688138,1787688138,8.7178,45.6242,,True,0.77,323.44,,,,5157,False,0,2026-08-25 20:04:12.813716
4ca80c,RYR30WP ,Ireland,1787688245,1787688245,9.3413,43.6583,4351.02,False,183.62,138.18,-8.13,,4632.96,2201,False,0,2026-08-25 20:04:12.813716
501d18,CTN4457 ,Croatia,1787688244,1787688245,15.9017,45.753,2590.8,False,149.92,46.39,-8.13,,2758.44,1000,False,0,2026-08-25 20:04:12.813716
4a0483,ISR394  ,Romania,1787688245,1787688245,12.8131,46.3842,10668.0,False,268.84,120.34,0.0,,11140.44,0256,False,0,2026-08-25 20:04:12.813716
4bcdf6,SXS7QG  ,Turkey,1787688245,1787688245,15.9396,45.4273,11887.2,False,259.25,131.06,-0.33,,12390.12,0153,False,0,2026-08-25 20:04:12.813716
4bcdea,SXS5XQ  ,Turkey,1787688245,1787688245,16.62,44.6815,11887.2,False,253.42,127.08,0.0,,12405.36,4735,False,0,2026-08-25 20:04:12.813716
4bcdba,SXS5VF  ,Turkey,1787688245,1787688245,14.217,46.1402,11887.2,False,258.15,126.57,0.0,,12374.88,2264,False,0,2026-08-25 20:04:12.813716
4ca73b,RYR1VL  ,Ireland,1787688245,1787688245,10.9984,46.334,8785.86,False,252.05,28.4,11.38,,9182.1,1000,False,0,2026-08-25 20:04:12.813716
4ca73e,RYR3986 ,Ireland,1787688245,1787688245,9.8828,40.1716,8999.22,False,203.81,195.37,-11.05,,9624.06,5430,False,0,2026-08-25 20:04:12.813716
4ca73a,RYR9MW  ,Ireland,1787688245,1787688245,11.7415,39.7456,12146.28,False,237.69,166.35,-4.88,,12854.94,6302,False,0,2026-08-25 20:04:12.813716
4a29f9,HYS5284 ,Romania,1787688245,1787688245,11.4015,36.6064,7261.86,False,217.35,18.78,4.55,,7840.98,,False,0,2026-08-25 20:04:12.813716
4866de,TRA52P  ,Kingdom of the Netherlands,1787688245,1787688245,13.1073,38.9111,10965.18,False,221.48,330.04,0.33,,11681.46,1256,False,0,2026-08-25 20:04:12.813716
501c15,CFG3HM  ,Croatia,1787688245,1787688245,14.3115,46.1644,10363.2,False,216.78,334.71,0.0,,10828.02,3713,False,0,2026-08-25 20:04:12.813716
3c1bad,BCS7YL  ,Germany,1787688245,1787688245,11.9585,42.6935,8587.74,False,217.89,334.1,6.83,,9105.9,1000,False,0,2026-08-25 20:04:12.813716
4bce46,SXS3KH  ,Turkey,1787688244,1787688245,15.4502,46.8311,11887.2,False,250.19,128.24,0.0,,12336.78,7704,False,0,2026-08-25 20:04:12.813716
501c5e,CTN632  ,Croatia,1787688224,1787688224,15.3133,44.7948,4267.2,False,136.89,206.57,0.33,,4488.18,1000,False,0,2026-08-25 20:04:12.813716
501c4b,CTN415  ,Croatia,1787688245,1787688245,16.2865,45.9064,1059.18,False,127.01,147.4,0.33,,1150.62,1000,False,0,2026-08-25 20:04:12.813716
4a0441,VOE84SM ,Romania,1787688244,1787688244,10.9235,45.2439,2461.26,False,181.48,196.64,7.15,,2606.04,6474,False,0,2026-08-25 20:04:12.813716
4bcda6,SXS8XT  ,Turkey,1787688245,1787688245,17.0499,44.8928,11887.2,False,262.69,133.89,0.0,,12397.74,3461,False,0,2026-08-25 20:04:12.813716
4bcdb5,SXS7WB  ,Turkey,1787688241,1787688243,16.6669,41.7955,11887.2,False,251.67,104.32,0.33,,12519.66,1251,False,0,2026-08-25 20:04:12.813716
484131,KLM91R  ,Kingdom of the Netherlands,1787688245,1787688245,11.8227,46.3829,12496.8,False,259.1,136.61,-0.33,,12999.72,1000,False,0,2026-08-25 20:04:12.813716
405f32,DHK951  ,United Kingdom,1787688245,1787688245,15.5794,46.5014,11582.4,False,217.9,315.48,0.0,,12009.12,5461,False,0,2026-08-25 20:04:12.813716
4ca643,RYR53BM ,Ireland,1787688245,1787688245,13.0582,41.937,9281.16,False,222.07,317.25,8.78,,9814.56,,False,0,2026-08-25 20:04:12.813716
4bccb9,SXS6KN  ,Turkey,1787688245,1787688245,15.518,45.6826,11277.6,False,255.39,130.59,0.0,,11742.42,7663,False,0,2026-08-25 20:04:12.813716
4ca61c,RYR1891 ,Ireland,1787688245,1787688245,12.1859,44.8728,11582.4,False,202.07,339.12,0.0,,12108.18,1000,False,0,2026-08-25 20:04:12.813716
4bccae,SXS1TD  ,Turkey,1787688245,1787688245,17.5038,46.9493,11277.6,False,253.29,104.35,0.0,,11704.32,6432,False,0,2026-08-25 20:04:12.813716
49d64d,ECC753  ,Czech Republic,1787688245,1787688245,17.365,45.8734,13716.0,False,236.34,338.01,0.0,,14241.78,5513,False,0,2026-08-25 20:04:12.813716
4bce0f,SXS4EA  ,Turkey,1787688245,1787688245,15.4126,45.8229,11887.2,False,254.07,131.31,0.0,,12367.26,5256,False,0,2026-08-25 20:04:12.813716
4bce09,SXS5EY  ,Turkey,1787688244,1787688245,17.5759,45.7348,10972.8,False,211.35,314.9,-0.33,,11437.62,5353,False,0,2026-08-25 20:04:12.813716
4bce01,SXS4CD  ,Turkey,1787688244,1787688244,18.3167,46.2804,11285.22,False,253.89,128.91,0.0,,11719.56,7651,False,0,2026-08-25 20:04:12.813716
400e14,EZY34CT ,United Kingdom,1787688245,1787688245,13.5303,44.8838,10972.8,False,188.53,293.14,0.0,,11483.34,0234,False,0,2026-08-25 20:04:12.813716
346183,VLG833R ,Spain,1787688245,1787688245,7.2155,43.6601,,True,51.44,225.0,,,,1000,False,0,2026-08-25 20:04:12.813716
3006b5,DLH3YP  ,Italy,1787688244,1787688245,8.5474,46.9337,9936.48,False,233.12,174.43,-9.43,,10347.96,1000,False,0,2026-08-25 20:04:12.813716
34610f,VLG7WG  ,Spain,1787688245,1787688245,18.3226,40.1372,10355.58,False,211.72,278.52,-0.33,,10988.04,,False,0,2026-08-25 20:04:12.813716
400ceb,EFW17EA ,United Kingdom,1787688245,1787688245,14.1021,36.1291,3634.74,False,182.78,326.13,8.45,,4000.5,6573,False,0,2026-08-25 20:04:12.813716
34620b,IBE08SP ,Spain,1787688245,1787688245,13.3593,39.8102,11879.58,False,240.05,102.25,0.0,,12588.24,1227,False,0,2026-08-25 20:04:12.813716
4cafc1,RYR21XE ,Ireland,1787688244,1787688244,9.8906,40.7081,10363.2,False,259.63,84.09,0.0,,10988.04,1000,False,0,2026-08-25 20:04:12.813716
4cafca,MSA976P ,Ireland,1787688244,1787688245,10.5434,44.9554,3063.24,False,163.47,356.03,-10.73,,3230.88,1000,False,0,2026-08-25 20:04:12.813716
4cafd1,RYR4916 ,Ireland,1787688244,1787688245,10.3164,42.5488,11582.4,False,220.01,326.35,0.0,,12207.24,1000,False,0,2026-08-25 20:04:12.813716
40643a,EZY9642 ,United Kingdom,1787688243,1787688245,10.0214,37.5227,9075.42,False,218.6,345.83,5.85,,9730.74,,False,0,2026-08-25 20:04:12.813716
3007f1,DLA1KF  ,Italy,1787688245,1787688245,13.4523,46.2628,4617.72,False,179.29,162.29,-11.05,,4861.56,2505,False,0,2026-08-25 20:04:12.813716
010268,MSR3909 ,Egypt,1787688016,1787688016,10.104,36.2161,10980.42,False,217.75,278.15,0.0,,11719.56,5530,False,0,2026-08-25 20:04:12.813716
3964f9,TVF38EU ,France,1787688245,1787688245,8.108,45.8251,11582.4,False,194.84,290.4,0.0,,12108.18,1000,False,0,2026-08-25 20:04:12.813716
3964f7,TVF71PK ,France,1787688245,1787688245,7.1836,45.1531,12496.8,False,243.81,133.46,0.0,,13045.44,1000,False,0,2026-08-25 20:04:12.813716
abd336,GTI568  ,United States,1787688245,1787688246,7.5701,40.5716,9753.6,False,281.8,84.24,0.0,,10370.82,0210,False,0,2026-08-25 20:04:12.813716
4b95b2,TCEMR   ,Turkey,1787688245,1787688245,11.6241,45.9823,12489.18,False,275.66,120.01,0.33,,12976.86,0654,False,0,2026-08-25 20:04:12.813716
4b1a23,EZS87ML ,Switzerland,1787688245,1787688245,12.2496,41.7629,11574.78,False,208.11,314.0,0.0,,12230.1,,False,0,2026-08-25 20:04:12.813716
4b1a2e,EZS68ME ,Switzerland,1787688244,1787688245,9.0601,46.8369,7391.4,False,204.08,293.79,-12.35,,7787.64,1000,False,0,2026-08-25 20:04:12.813716
4b1a2f,EZS67UZ ,Switzerland,1787688244,1787688245,17.3894,44.2526,11590.02,False,201.61,311.17,0.0,,12123.42,7211,False,0,2026-08-25 20:04:12.813716
4b1a2c,EZS73NJ ,Switzerland,1787688245,1787688245,8.44,46.6748,6743.7,False,192.18,319.02,-10.08,,7124.7,1000,False,0,2026-08-25 20:04:12.813716
4b1a37,EZS51BG ,Switzerland,1787688245,1787688245,7.0985,44.0388,6438.9,False,178.14,344.08,15.93,,6827.52,1000,False,0,2026-08-25 20:04:12.813716
